Wall time,Step,Value
1510793473.907746,7450,0.005421410780400038
1510793475.1637259,7460,0.005506301764398813
1510793475.5443463,7463,0.006531753111630678
1510793477.6838307,7478,0.005959780421108007
1510793481.8559415,7511,0.0060969153419137
1510793504.9582286,7693,0.0059957182966172695
1510793513.718136,7760,0.005910902749747038
1510793517.2300475,7788,0.00562572106719017
1510793518.5191405,7798,0.006163580808788538
1510793523.0004606,7833,0.00572425639256835
1510793543.300324,7991,0.005698893219232559
1510793552.7672987,8066,0.00577453151345253
1510793567.3496406,8180,0.006345804315060377
1510793572.4969068,8221,0.005551475565880537
1510793586.8920803,8334,0.0060659716837108135
1510793590.5572538,8363,0.006391182076185942
1510793591.1818829,8368,0.005592561326920986
1510793592.3175192,8377,0.006402207538485527
1510793603.9091787,8467,0.006681786850094795
1510793604.2925336,8470,0.005086726509034634
1510793607.828869,8498,0.0054985829629004
1510793609.0864043,8508,0.006054895464330912
1510793621.9218066,8601,0.006561205722391605
1510793626.3280807,8635,0.005538565572351217
1510793634.0075703,8695,0.006243707612156868
1510793649.696362,8819,0.005333986598998308
1510793657.4469132,8878,0.006998872384428978
1510793660.7292793,8904,0.005280617158859968
1510793661.1125736,8907,0.005427285097539425
1510793663.7897012,8928,0.006516523193567991
1510793664.6686294,8935,0.005557799246162176
1510793672.0716448,8993,0.005843892693519592
1510793672.881242,8999,0.00818844884634018
1510793680.1082835,9055,0.00586400181055069
1510793706.202051,9260,0.005415683146566153
1510793713.2410629,9316,0.006857447791844606
1510793717.5347908,9348,0.005443238187581301
1510793728.5226262,9435,0.004916552919894457
1510793732.6762445,9468,0.006109667010605335
1510793742.6617386,9547,0.006019996479153633
1510793743.5586789,9554,0.006098244339227676
1510793745.1767786,9567,0.005043998826295137
1510793752.9743671,9627,0.006089874543249607
1510793756.8104897,9657,0.005867491010576487
1510793759.7797437,9680,0.005950156599283218
1510793762.0970845,9698,0.006152695510536432
1510793780.7410665,9843,0.005979377776384354
1510793788.82023,9907,0.006222323514521122
1510793808.188286,10058,0.005681340582668781
1510793811.5116847,10084,0.004831595811992884
1510793835.8535802,10276,0.0065437485463917255
1510793837.044017,10283,0.0055213370360434055
1510793851.3552072,10396,0.005785535555332899
1510793851.7366738,10399,0.005739233456552029
1510793854.3973336,10420,0.005484924651682377
1510793861.9022412,10479,0.006642644759267569
1510793867.5590396,10522,0.005348294507712126
1510793879.4078639,10607,0.007836754433810711
1510793883.3494935,10638,0.0059511614963412285
1510793885.4464025,10654,0.00645802216604352
1510793887.5771317,10671,0.005430600605905056
1510793892.6123543,10711,0.00582329323515296
1510793898.808975,10757,0.00549308443441987
1510793898.949917,10758,0.005366426892578602
1510793901.7673454,10780,0.005667902063578367
1510793906.159381,10815,0.0054691205732524395
1510793909.4390383,10841,0.005745291244238615
1510793910.5844011,10850,0.004887922201305628
1510793917.0936031,10902,0.0064440262503921986
1510793917.4898596,10905,0.005311915650963783
1510793921.793586,10939,0.0065577272325754166
1510793922.2951467,10943,0.005371821112930775
1510793925.172009,10966,0.005840641912072897
1510793925.9194913,10972,0.0053614163771271706
1510793926.170329,10974,0.006713927257806063
1510793932.2512634,11020,0.005728731397539377
1510793942.5892448,11102,0.005768677219748497
1510793945.0163145,11121,0.00553097203373909
1510793946.198631,11130,0.004807359538972378
1510793954.8116446,11198,0.00685773603618145
1510793955.0625026,11200,0.006036285310983658
1510793962.8976846,11260,0.005697144661098719
1510793983.1228619,11419,0.005654423497617245
1510793990.1089087,11472,0.00502421148121357
1510793992.6167428,11492,0.006674981210380793
1510793996.5114043,11523,0.006284870207309723
1510793997.6368594,11532,0.0057609728537499905
1510793999.784947,11549,0.005608569830656052
1510794001.9168813,11566,0.005354378372430801
1510794012.2379768,11648,0.005206780508160591
1510794015.2580743,11671,0.005751167889684439
1510794017.2654197,11685,0.005686200223863125
1510794026.5613832,11759,0.0063807666301727295
1510794040.98059,11873,0.005570407956838608
1510794053.4593253,11969,0.005377550143748522
1510794054.0871577,11974,0.005152834113687277
1510794058.6508958,12010,0.00564220268279314
1510794062.6171966,12041,0.00583329563960433
1510794074.9439018,12138,0.005633302964270115
1510794078.4629228,12164,0.00564352935180068
1510794078.9621384,12168,0.006502601318061352
1510794080.9816298,12184,0.006252955179661512
1510794086.2576368,12226,0.006485744845122099
1510794094.3669887,12290,0.004857069347053766
1510794094.7493584,12293,0.00604627700522542
1510794096.7354457,12309,0.005549822933971882
1510794109.0131307,12405,0.0051893070340156555
1510794115.791919,12458,0.005880079697817564
1510794144.1291225,12671,0.005017944611608982
1510794147.6600935,12699,0.00612390274181962
1510794161.0877426,12805,0.006786841433495283
1510794170.4834297,12877,0.004899263381958008
1510794178.3689082,12939,0.005139261018484831
1510794188.3586323,13017,0.006065272726118565
1510794190.4946992,13034,0.004992510657757521
1510794193.918841,13061,0.004764112643897533
1510794196.798882,13082,0.005026520229876041
1510794198.324717,13094,0.004900328814983368
1510794200.2067144,13109,0.0053497119806706905
1510794207.495183,13166,0.005815480835735798
1510794216.7905512,13239,0.005234267096966505
1510794231.0521286,13349,0.005546408239752054
1510794237.730959,13402,0.004947475623339415
1510794238.2258527,13406,0.005351186729967594
1510794250.6846058,13504,0.005467581562697887
1510794256.0774672,13546,0.005824522580951452
1510794262.8202112,13597,0.005611938890069723
1510794265.7170138,13620,0.005842071957886219
1510794273.106808,13679,0.005499946419149637
1510794273.477295,13682,0.005028501618653536
1510794285.2962878,13776,0.006264703348278999
1510794289.8197784,13810,0.0055987718515098095
1510794294.2282648,13845,0.0055176131427288055
1510794299.1924427,13884,0.005534506402909756
1510794310.730854,13976,0.005262891296297312
1510794313.5615983,13998,0.005214988254010677
1510794324.0551615,14080,0.005758705548942089
1510794341.7235038,14221,0.005223763640969992
1510794350.273393,14287,0.005315870512276888
1510794351.14731,14294,0.005036490503698587
1510794352.3116775,14303,0.0050725736655294895
1510794354.4851046,14320,0.005452044308185577
1510794356.7516084,14338,0.005208196584135294
1510794364.2335665,14397,0.00522106047719717
1510794370.519156,14447,0.005216597113758326
1510794376.7993312,14494,0.0047707404009997845
1510794384.7607865,14557,0.005924589931964874
1510794395.4643211,14632,0.005943256430327892
1510794396.224598,14638,0.005524568725377321
1510794400.000323,14668,0.005148717667907476
1510794401.119759,14677,0.005768313072621822
1510794402.3849158,14687,0.004748357925564051
1510794414.2810342,14779,0.006279907654970884
1510794415.4347007,14788,0.004982819780707359
1510794415.9335618,14792,0.004948931280523539
1510794418.066438,14809,0.005885245278477669
1510794426.136895,14873,0.005106484517455101
1510794428.5777378,14892,0.005712028127163649
1510794445.862548,15027,0.005768176168203354
1510794453.7908149,15090,0.005646655801683664
1510794459.5493255,15136,0.00498078903183341
1510794465.059523,15180,0.0058033037930727005
1510794476.1334822,15266,0.005781401880085468
1510794483.4816382,15324,0.005400536581873894
1510794502.6728938,15473,0.005079792346805334
1510794502.930075,15475,0.005090893711894751
1510794506.9610083,15507,0.005362216383218765
1510794510.8886888,15538,0.005279086530208588
1510794518.3081427,15597,0.005223939195275307
1510794536.6216302,15740,0.005854165181517601
1510794539.6434722,15764,0.0051226490177214146
1510794540.7816494,15773,0.004994395654648542
1510794547.7563245,15828,0.004875911399722099
1510794567.073083,15979,0.004880628082901239
1510794568.890879,15993,0.007154757156968117
1510794581.7538054,16095,0.005471641197800636
1510794584.3951268,16116,0.0049352184869349
1510794601.4123461,16249,0.004797601141035557
1510794610.468962,16321,0.005131454207003117
1510794613.2432642,16343,0.005406709387898445
1510794615.4297361,16360,0.004863740876317024
1510794621.439754,16406,0.005125063471496105
1510794625.7888901,16440,0.005447372794151306
1510794633.9443204,16505,0.006838852073997259
1510794644.0677915,16585,0.006012840662151575
1510794655.4303155,16661,0.005076993722468615
1510794660.0410862,16697,0.00538478372618556
1510794674.1151626,16808,0.005492613185197115
1510794674.2480948,16809,0.0069321212358772755
1510794678.774433,16843,0.0046990723349153996
1510794680.5793579,16857,0.00514192646369338
1510794685.8198113,16899,0.005242600105702877
1510794707.2438483,17066,0.006015857215970755
1510794711.16531,17097,0.00456659123301506
1510794715.5458388,17131,0.005220517981797457
1510794729.1024256,17239,0.005794350523501635
1510794733.2720852,17272,0.005606067832559347
1510794735.5506353,17290,0.004821182228624821
1510794735.7987945,17292,0.004921001847833395
1510794739.0190372,17316,0.006082544568926096
1510794739.1487546,17317,0.004973545670509338
1510794739.5390654,17320,0.005079207010567188
1510794741.906374,17339,0.005278772208839655
1510794746.325349,17374,0.0053936634212732315
1510794750.2760005,17405,0.005764455534517765
1510794755.2392538,17444,0.00453536119312048
1510794756.4882681,17454,0.005526935216039419
1510794768.0175555,17543,0.005314892623573542
1510794769.7679322,17557,0.004841849207878113
1510794773.450115,17586,0.005673734936863184
1510794774.4669561,17594,0.005759585183113813
1510794778.0996382,17623,0.005358448717743158
1510794790.7714028,17722,0.005245673935860395
1510794820.2273853,17953,0.005079262424260378
1510794823.7865677,17981,0.005018365103751421
1510794824.9047246,17990,0.005598707590252161
1510794828.6212902,18018,0.005869779735803604
1510794833.0040195,18053,0.005270845256745815
1510794834.5219083,18065,0.004820935893803835
1510794842.6154044,18129,0.0049682315438985825
1510794859.8077955,18264,0.004670562222599983
1510794866.6061342,18318,0.006752803456038237
1510794883.4997313,18451,0.004989519249647856
1510794883.6259806,18452,0.005350345745682716
1510794901.499551,18592,0.005654413718730211
1510794918.1313705,18713,0.0052690040320158005
1510794918.999472,18720,0.00494104390963912
1510794934.7353425,18845,0.004704880062490702
1510794949.1723423,18958,0.005246775224804878
1510794951.5494153,18977,0.004807766992598772
1510794955.0472996,19005,0.005617943592369556
1510794957.914764,19027,0.005790458992123604
1510794960.543588,19048,0.005189413204789162
1510794969.0683732,19116,0.005169479642063379
1510794975.764892,19169,0.005645829252898693
1510794983.263484,19227,0.004824528936296701
1510794988.7331722,19271,0.0046347277238965034
1510795015.892207,19485,0.005147609394043684
1510795018.2180576,19503,0.005306966602802277
1510795020.9643703,19525,0.005496843717992306
1510795021.7105663,19531,0.005561342462897301
1510795035.4474044,19640,0.005442861933261156
1510795037.443521,19654,0.005808800458908081
1510795038.817887,19665,0.005584460683166981
1510795045.6923757,19720,0.004874455276876688
1510795047.1098986,19731,0.005196433514356613
1510795047.8771362,19737,0.005065309349447489
1510795055.3493836,19796,0.004648175556212664
1510795058.7165067,19823,0.005284156650304794
1510795061.638194,19846,0.00498151732608676
1510795070.6878953,19916,0.005104151088744402
1510795073.4757936,19938,0.0048384699039161205
1510795077.6200733,19971,0.005572805181145668
1510795080.628521,19995,0.005496082827448845
1510795085.6461952,20035,0.0051581463776528835
1510795087.9254677,20053,0.005330903455615044
1510795088.6771977,20059,0.005552852991968393
1510795089.048857,20062,0.005124062765389681
1510795098.898877,20138,0.005112376529723406
1510795099.025032,20139,0.00546930031850934
1510795104.936723,20186,0.0048102582804858685
1510795108.9025903,20217,0.005728459917008877
1510795112.3410833,20244,0.005845101550221443
1510795112.7144501,20247,0.005393642466515303
1510795113.3740108,20252,0.005579646676778793
1510795122.285413,20323,0.004419940989464521
1510795123.6639478,20334,0.004913135897368193
1510795130.0861878,20383,0.006376959383487701
1510795137.2903044,20440,0.0051191127859056
1510795142.9425714,20485,0.0047426070086658
1510795148.0975287,20526,0.0051639811135828495
1510795149.7350123,20539,0.004869059659540653
1510795149.8613253,20540,0.0056931860744953156
1510795152.6536946,20562,0.004950548056513071
1510795154.6757967,20578,0.004923745524138212
1510795169.8749235,20689,0.0047945487312972546
1510795172.5044482,20710,0.00516549265012145
1510795181.1317556,20779,0.005930273327976465
1510795181.5203755,20782,0.005033938214182854
1510795181.644986,20783,0.005130447447299957
1510795187.9773479,20831,0.00516132265329361
1510795191.0062196,20855,0.005262950900942087
1510795207.9129272,20987,0.0050879730843007565
1510795218.2261934,21067,0.005537581164389849
1510795219.8611138,21080,0.004806302022188902
1510795227.8910885,21144,0.0049204579554498196
1510795236.088849,21209,0.0058203465305268764
1510795238.9762962,21232,0.005931396037340164
1510795249.819799,21316,0.005061486270278692
1510795250.1701496,21319,0.006066173315048218
1510795250.8274307,21324,0.005047264043241739
1510795259.4612522,21391,0.005185562185943127
1510795261.7015584,21409,0.004354466684162617
1510795271.1474433,21484,0.00451927212998271
1510795276.030416,21523,0.005685241427272558
1510795296.2844458,21681,0.005135246552526951
1510795301.5948138,21723,0.00660129077732563
1510795301.7147553,21724,0.004435188136994839
1510795310.1516037,21789,0.0056266686879098415
1510795310.912088,21795,0.004914743360131979
1510795314.1751409,21821,0.0046654315665364265
1510795316.8077211,21842,0.004943361971527338
1510795317.554248,21848,0.005864228121936321
1510795337.6270776,22006,0.00465824268758297
1510795367.9061048,22245,0.005803057923913002
1510795369.5271282,22258,0.004742854740470648
1510795373.778542,22292,0.005019553005695343
1510795376.8098013,22316,0.004857862833887339
1510795378.6050017,22330,0.004820987116545439
1510795382.1541479,22358,0.004851005505770445
1510795396.7627914,22472,0.005385868716984987
1510795401.1498697,22507,0.005247355904430151
1510795405.7828267,22544,0.006629949901252985
1510795417.223396,22635,0.004790793173015118
1510795434.9227033,22765,0.006264424417167902
1510795444.418583,22840,0.0047526550479233265
1510795455.7117763,22930,0.005346114281564951
1510795456.0848956,22933,0.005363600794225931
1510795475.101712,23080,0.004731244407594204
1510795475.599896,23084,0.005349385552108288
1510795481.0065806,23127,0.004788689780980349
1510795482.425214,23138,0.005096944514662027
1510795483.6714163,23148,0.005069849546998739
1510795488.1782577,23182,0.004997801035642624
1510795489.448301,23192,0.005363172385841608
1510795492.7346797,23218,0.004855445586144924
1510795498.4091175,23263,0.005123162176460028
1510795501.3826842,23286,0.0049467990174889565
1510795507.8237772,23337,0.005679905414581299
1510795510.820754,23361,0.005442062392830849
1510795513.211304,23380,0.005414396524429321
1510795519.4208195,23427,0.00541442446410656
1510795533.550344,23540,0.004846089519560337
1510795539.690026,23589,0.005204976070672274
1510795550.0962536,23670,0.0067199403420090675
1510795551.461361,23681,0.005441703367978334
1510795553.9635532,23701,0.005214620381593704
1510795563.194845,23774,0.004906591959297657
1510795570.3762245,23831,0.004695415031164885
1510795584.1317368,23938,0.0052311839535832405
1510795601.774128,24079,0.004676669370383024
1510795606.958381,24118,0.004704012535512447
1510795610.6079237,24147,0.004940067883580923
1510795621.4804254,24234,0.006075118202716112
1510795627.548193,24282,0.006125229876488447
1510795627.7978895,24284,0.004954294301569462
1510795632.542669,24322,0.005682377144694328
1510795635.438561,24345,0.0049678003415465355
1510795644.4746664,24416,0.005895335227251053
1510795662.2329938,24557,0.004594649653881788
1510795670.532543,24621,0.00503082200884819
1510795684.0516794,24719,0.005081674084067345
1510795685.08538,24727,0.005264309234917164
1510795704.4063177,24879,0.005372227169573307
1510795707.1662326,24901,0.005110437516123056
1510795711.3049536,24934,0.005250110290944576
1510795720.6331315,25008,0.005036231130361557
1510795725.547192,25047,0.0049831620417535305
1510795736.6250844,25133,0.005228658672422171
1510795745.9404247,25206,0.0047810254618525505
1510795749.0872211,25231,0.004815400578081608
1510795750.7306316,25244,0.005077866371721029
1510795751.8637571,25253,0.0045965430326759815
1510795762.0106037,25332,0.005328749306499958
1510795769.4082134,25391,0.005513354204595089
1510795783.7460365,25505,0.004622309934347868
1510795785.6384768,25520,0.004639007616788149
1510795795.9505434,25599,0.004944402724504471
1510795806.8473568,25686,0.005758135113865137
1510795818.33461,25775,0.004952604416757822
1510795822.9631236,25812,0.004681132733821869
1510795827.360606,25847,0.004563577007502317
1510795836.6928754,25921,0.004620359744876623
1510795852.5178778,26045,0.00530165946111083
1510795855.2055168,26066,0.004874852020293474
1510795856.4477575,26075,0.005648059770464897
1510795858.5330367,26091,0.0053086066618561745
1510795866.445094,26154,0.004478846676647663
1510795866.5739858,26155,0.005181607324630022
1510795868.399694,26169,0.004755367990583181
1510795884.1808028,26292,0.006127196364104748
1510795885.555195,26303,0.004581633489578962
1510795898.0916126,26403,0.004821424838155508
1510795906.6982465,26470,0.004639932885766029
1510795932.0239797,26670,0.005185459740459919
1510795949.278881,26797,0.005293052177876234
1510795949.4061427,26798,0.004804378841072321
1510795953.0871556,26827,0.004894549492746592
1510795953.3431244,26829,0.004737258888781071
1510795965.8587763,26928,0.0048622991889715195
1510795985.1981626,27078,0.0048985606990754604
1510795993.2483048,27142,0.0051493216305971146
1510795993.98955,27148,0.0048780255019664764
1510795994.73891,27154,0.004920238628983498
1510795995.248827,27158,0.005171378143131733
1510795995.373923,27159,0.004813079722225666
1510796010.513072,27274,0.004463280085474253
1510796017.5882337,27329,0.005108504556119442
1510796033.0874527,27449,0.004825858399271965
1510796040.2103727,27505,0.004866572562605143
1510796052.6369088,27603,0.004977204836905003
1510796053.8987324,27613,0.005660087801516056
1510796054.7791271,27620,0.005260185804218054
1510796057.30557,27638,0.005580555647611618
1510796064.4946291,27695,0.005102313589304686
1510796070.0445168,27739,0.0053336224518716335
1510796080.8795578,27825,0.004968545865267515
1510796092.527,27916,0.005807782523334026
1510796092.7773845,27918,0.004845060873776674
1510796096.7954957,27950,0.004168413579463959
1510796099.0555377,27968,0.0050496249459683895
1510796134.9653206,28251,0.006120814476162195
1510796138.2058024,28277,0.004981170874089003
1510796143.7917902,28321,0.004987451247870922
1510796151.002109,28376,0.005315846297889948
1510796158.8240356,28438,0.005321079399436712
1510796160.4407766,28451,0.0048456331714987755
1510796172.0526786,28543,0.004820286296308041
1510796175.7278733,28572,0.004988915286958218
1510796180.8783202,28611,0.005387500859797001
1510796217.4804654,28891,0.005243373103439808
1510796227.470982,28970,0.004919205792248249
1510796230.7385416,28996,0.005262391176074743
1510796233.5185797,29018,0.005083446856588125
1510796235.9319105,29037,0.004421914462000132
1510796239.3779538,29062,0.005109942983835936
1510796241.483478,29078,0.004994594492018223
1510796243.0018113,29090,0.004661416634917259
1510796248.4274142,29133,0.004595607053488493
1510796256.996166,29201,0.005088482052087784
1510796264.7501929,29263,0.005016712471842766
1510796291.061364,29471,0.004891440272331238
1510796291.943911,29478,0.005773224867880344
1510796293.0718079,29487,0.004555384162813425
1510796299.6328256,29537,0.004691977519541979
1510796300.005294,29540,0.005417287349700928
1510796302.6536138,29561,0.005172987934201956
1510796306.5372589,29592,0.005432900972664356
1510796308.8880763,29611,0.00485082296654582
1510796325.9770937,29747,0.004912334959954023
1510796336.362039,29828,0.005277001764625311
1510796336.4851184,29829,0.0048019979149103165
1510796340.7549813,29863,0.005233680829405785
1510796358.1669133,30000,0.005522311665117741
1510796358.7977633,30005,0.00525389239192009
1510796362.046589,30031,0.004660496953874826
1510796367.910397,30077,0.0046683866530656815
1510796369.8178716,30092,0.00490976870059967
1510796380.1694527,30174,0.004650002345442772
1510796385.5650408,30217,0.004598719999194145
1510796389.0595593,30243,0.004824070725589991
1510796394.1903398,30284,0.004752662964165211
1510796399.6237378,30327,0.005512706004083157
1510796416.3108475,30459,0.005087186116725206
1510796417.3979137,30466,0.005324660334736109
1510796417.8939998,30470,0.004887803923338652
1510796430.691206,30572,0.004963057581335306
1510796435.6680427,30612,0.006499679293483496
1510796447.6517847,30706,0.005091241095215082
1510796449.6521914,30720,0.004588192794471979
1510796452.3690464,30738,0.0049369907937943935
1510796458.012861,30780,0.0052565112709999084
1510796492.7006197,31052,0.005105674732476473
1510796499.4661493,31105,0.004911203868687153
1510796514.8089197,31224,0.005535573232918978
1510796537.8899252,31406,0.004991789348423481
1510796542.5504508,31443,0.004904730711132288
1510796554.3755643,31537,0.004907216876745224
1510796574.6522202,31696,0.004928456619381905
1510796577.9236102,31722,0.004946982022374868
1510796582.922237,31762,0.004894906654953957
1510796588.6979156,31808,0.005999432876706123
1510796597.1461408,31873,0.005037255119532347
1510796598.062514,31880,0.005090042948722839
1510796599.060045,31888,0.00444075558334589
1510796605.0870473,31936,0.0057942927815020084
1510796606.2167635,31945,0.005176883656531572
1510796613.753301,32004,0.005171474069356918
1510796615.443392,32017,0.005290097091346979
1510796634.0254657,32162,0.005189444404095411
1510796635.534988,32174,0.005575748160481453
1510796639.6938426,32207,0.004952419549226761
1510796645.0210078,32249,0.005334971938282251
1510796653.1484327,32314,0.004602176137268543
1510796662.6290133,32388,0.005287326872348785
1510796668.5259142,32435,0.004724748432636261
1510796676.6516752,32500,0.004992278292775154
1510796680.2730157,32529,0.006110040470957756
1510796681.907672,32542,0.004948985297232866
1510796690.9349003,32611,0.006280854810029268
1510796691.3387446,32614,0.0052420166321098804
1510796696.785838,32657,0.004542222712188959
1510796703.0769703,32706,0.0049516381695866585
1510796711.4371085,32762,0.005392429884523153
1510796728.4860146,32894,0.00588388042524457
1510796729.493782,32902,0.005070430226624012
1510796730.3767762,32909,0.004951646085828543
1510796742.0337346,33002,0.00502767926082015
1510796743.5578125,33014,0.004699538927525282
1510796746.086834,33034,0.006176281254738569
1510796760.6372252,33148,0.005535554140806198
1510796761.1479437,33152,0.005773715674877167
1510796764.5939744,33179,0.005642177537083626
1510796764.844696,33181,0.004965938162058592
1510796776.250302,33271,0.005061300937086344
1510796785.3062124,33341,0.004786695819348097
1510796788.6634295,33368,0.005357751157134771
1510796789.5456583,33375,0.005606857594102621
1510796789.9135425,33378,0.005054856650531292
1510796793.0492072,33403,0.004760432988405228
1510796810.3480067,33539,0.004529573954641819
