Epoch , MSE error
1 , 1.7777777777777777
2 , 1.7777777777777777
3 , 1.511111111111111
4 , 0.9777777777777777
5 , 0.5333333333333333
6 , 0.6222222222222222
7 , 0.5333333333333333
8 , 0.26666666666666666
9 , 0.17777777777777778
10 , 0.08888888888888889
11 , 0.17777777777777778
12 , 0.17777777777777778
13 , 0.26666666666666666
14 , 0.35555555555555557
15 , 0.26666666666666666
16 , 0.26666666666666666
17 , 0.35555555555555557
18 , 0.35555555555555557
19 , 0.35555555555555557
20 , 0.26666666666666666
21 , 0.17777777777777778
22 , 0.17777777777777778
23 , 0.08888888888888889
24 , 0.08888888888888889
25 , 0.0
