Epoch , MSE error
1 , 0.439025688794
2 , 0.436431073128
3 , 0.431502310634
4 , 0.426520023451
5 , 0.421490843813
6 , 0.416422617128
7 , 0.41132426214
8 , 0.406205584287
9 , 0.401077050785
10 , 0.395949539829
11 , 0.390834079056
12 , 0.385741589642
13 , 0.380682651915
14 , 0.37566730611
15 , 0.370704898285
16 , 0.365803976798
17 , 0.360972239926
18 , 0.356216530564
19 , 0.351542870153
20 , 0.346956521335
21 , 0.342462067491
22 , 0.33806349739
23 , 0.333764284407
24 , 0.329567452074
25 , 0.32547562065
26 , 0.321491032608
27 , 0.317615558065
28 , 0.313850683803
29 , 0.310197491356
30 , 0.306656630572
31 , 0.303228294947
32 , 0.299912204168
33 , 0.296707597788
34 , 0.293613242164
35 , 0.290627451061
36 , 0.287748118753
37 , 0.284972763413
38 , 0.282298577896
39 , 0.279722484851
40 , 0.277241193236
41 , 0.27485125373
42 , 0.272549111035
43 , 0.27033115167
44 , 0.268193746372
45 , 0.266133286688
46 , 0.264146215713
47 , 0.262229053218
48 , 0.260378415561
49 , 0.258591030913
50 , 0.256863750371
51 , 0.255193555531
52 , 0.253577563075
53 , 0.252013026893
54 , 0.250497338183
55 , 0.249028023962
56 , 0.247602744311
57 , 0.246219288672
58 , 0.244875571433
59 , 0.243569627023
60 , 0.242299604666
61 , 0.241063762958
62 , 0.239860464344
63 , 0.238688169619
64 , 0.23754543248
65 , 0.236430894212
66 , 0.235343278527
67 , 0.23428138659
68 , 0.233244092249
69 , 0.232230337476
70 , 0.231239128034
71 , 0.23026952936
72 , 0.229320662672
73 , 0.228391701293
74 , 0.227481867183
75 , 0.226590427672
76 , 0.225716692397
77 , 0.224860010416
78 , 0.224019767508
79 , 0.223195383636
80 , 0.222386310582
81 , 0.221592029721
82 , 0.220812049951
83 , 0.220045905753
84 , 0.219293155386
85 , 0.218553379201
86 , 0.21782617807
87 , 0.217111171926
88 , 0.216407998406
89 , 0.215716311589
90 , 0.215035780827
91 , 0.214366089664
92 , 0.21370693483
93 , 0.213058025322
94 , 0.212419081541
95 , 0.211789834511
96 , 0.211170025154
97 , 0.210559403619
98 , 0.209957728679
99 , 0.209364767164
100 , 0.208780293451
101 , 0.208204088994
102 , 0.207635941896
103 , 0.207075646519
104 , 0.206523003124
105 , 0.20597781755
106 , 0.205439900914
107 , 0.204909069345
108 , 0.204385143736
109 , 0.20386794952
110 , 0.203357316469
111 , 0.202853078502
112 , 0.202355073521
113 , 0.201863143252
114 , 0.201377133103
115 , 0.200896892032
116 , 0.200422272428
117 , 0.199953129996
118 , 0.199489323656
119 , 0.199030715443
120 , 0.198577170422
121 , 0.198128556597
122 , 0.197684744833
123 , 0.197245608781
124 , 0.196811024806
125 , 0.196380871917
126 , 0.195955031698
127 , 0.195533388249
128 , 0.195115828122
129 , 0.194702240262
130 , 0.194292515944
131 , 0.193886548723
132 , 0.193484234374
133 , 0.193085470838
134 , 0.192690158168
135 , 0.192298198478
136 , 0.191909495885
137 , 0.191523956464
138 , 0.191141488193
139 , 0.190762000903
140 , 0.190385406228
141 , 0.190011617551
142 , 0.189640549963
143 , 0.189272120203
144 , 0.188906246617
145 , 0.188542849104
146 , 0.18818184907
147 , 0.187823169375
148 , 0.18746673429
149 , 0.187112469443
150 , 0.186760301774
151 , 0.186410159481
152 , 0.186061971979
153 , 0.185715669843
154 , 0.185371184764
155 , 0.185028449498
156 , 0.184687397814
157 , 0.18434796445
158 , 0.184010085057
159 , 0.18367369615
160 , 0.183338735059
161 , 0.183005139876
162 , 0.182672849402
163 , 0.182341803098
164 , 0.182011941026
165 , 0.181683203802
166 , 0.181355532535
167 , 0.181028868777
168 , 0.180703154462
169 , 0.180378331853
170 , 0.180054343482
171 , 0.179731132088
172 , 0.179408640563
173 , 0.179086811884
174 , 0.178765589055
175 , 0.178444915038
176 , 0.178124732693
177 , 0.177804984707
178 , 0.177485613524
179 , 0.177166561279
180 , 0.176847769722
181 , 0.176529180146
182 , 0.176210733308
183 , 0.175892369354
184 , 0.175574027735
185 , 0.175255647128
186 , 0.174937165344
187 , 0.174618519247
188 , 0.174299644658
189 , 0.173980476263
190 , 0.173660947517
191 , 0.173340990539
192 , 0.173020536014
193 , 0.172699513081
194 , 0.172377849225
195 , 0.172055470159
196 , 0.171732299703
197 , 0.171408259667
198 , 0.171083269712
199 , 0.170757247223
200 , 0.170430107167
201 , 0.17010176195
202 , 0.169772121264
203 , 0.16944109193
204 , 0.16910857774
205 , 0.168774479278
206 , 0.168438693751
207 , 0.168101114801
208 , 0.167761632312
209 , 0.167420132212
210 , 0.167076496259
211 , 0.166730601831
212 , 0.166382321692
213 , 0.166031523758
214 , 0.165678070852
215 , 0.165321820444
216 , 0.164962624388
217 , 0.164600328638
218 , 0.164234772967
219 , 0.163865790659
220 , 0.163493208202
221 , 0.163116844966
222 , 0.162736512865
223 , 0.162352016015
224 , 0.161963150379
225 , 0.161569703397
226 , 0.161171453615
227 , 0.160768170298
228 , 0.160359613042
229 , 0.159945531372
230 , 0.159525664347
231 , 0.159099740151
232 , 0.158667475699
233 , 0.158228576238
234 , 0.157782734957
235 , 0.157329632623
236 , 0.156868937221
237 , 0.156400303631
238 , 0.15592337334
239 , 0.155437774191
240 , 0.154943120197
241 , 0.154439011416
242 , 0.153925033906
243 , 0.153400759789
244 , 0.152865747413
245 , 0.152319541672
246 , 0.151761674468
247 , 0.15119166537
248 , 0.150609022484
249 , 0.150013243566
250 , 0.149403817417
251 , 0.148780225599
252 , 0.148141944494
253 , 0.147488447771
254 , 0.146819209286
255 , 0.146133706463
256 , 0.1454314242
257 , 0.144711859334
258 , 0.143974525711
259 , 0.143218959878
260 , 0.142444727426
261 , 0.141651429991
262 , 0.140838712902
263 , 0.140006273453
264 , 0.13915386974
265 , 0.13828133
266 , 0.137388562316
267 , 0.136475564562
268 , 0.135542434392
269 , 0.134589379046
270 , 0.133616724705
271 , 0.132624925108
272 , 0.131614569074
273 , 0.130586386596
274 , 0.129541253125
275 , 0.128480191704
276 , 0.127404372607
277 , 0.126315110201
278 , 0.12521385682
279 , 0.124102193522
280 , 0.122981817703
281 , 0.121854527696
282 , 0.120722204565
283 , 0.119586791483
284 , 0.118450271182
285 , 0.117314642055
286 , 0.116181893607
287 , 0.11505398194
288 , 0.113932806028
289 , 0.112820185438
290 , 0.111717840153
291 , 0.110627372987
292 , 0.109550255015
293 , 0.108487814266
294 , 0.107441227797
295 , 0.106411517131
296 , 0.105399546914
297 , 0.104406026532
298 , 0.10343151437
299 , 0.102476424312
300 , 0.101541034066
301 , 0.100625494893
302 , 0.0997298423209
303 , 0.0988540074582
304 , 0.0979978285648
305 , 0.0971610625775
306 , 0.0963433963458
307 , 0.095544457379
308 , 0.0947638239569
309 , 0.0940010345002
310 , 0.0932555961358
311 , 0.092526992426
312 , 0.0918146902581
313 , 0.091118145912
314 , 0.0904368103415
315 , 0.089770133715
316 , 0.0891175692703
317 , 0.0884785765427
318 , 0.0878526240267
319 , 0.0872391913321
320 , 0.0866377708927
321 , 0.0860478692837
322 , 0.085469008199
323 , 0.084900725137
324 , 0.0843425738379
325 , 0.083794124511
326 , 0.0832549638873
327 , 0.0827246951283
328 , 0.0822029376165
329 , 0.0816893266524
330 , 0.0811835130773
331 , 0.0806851628385
332 , 0.0801939565135
333 , 0.0797095888025
334 , 0.079231768003
335 , 0.0787602154718
336 , 0.0782946650842
337 , 0.077834862694
338 , 0.077380565601
339 , 0.0769315420274
340 , 0.0764875706086
341 , 0.0760484398982
342 , 0.0756139478905
343 , 0.0751839015611
344 , 0.0747581164261
345 , 0.0743364161214
346 , 0.0739186320008
347 , 0.0735046027543
348 , 0.0730941740459
349 , 0.0726871981702
350 , 0.072283533728
351 , 0.0718830453206
352 , 0.0714856032614
353 , 0.0710910833049
354 , 0.0706993663926
355 , 0.0703103384147
356 , 0.0699238899878
357 , 0.0695399162466
358 , 0.0691583166506
359 , 0.0687789948048
360 , 0.0684018582923
361 , 0.068026818521
362 , 0.067653790581
363 , 0.0672826931149
364 , 0.0669134481981
365 , 0.0665459812299
366 , 0.0661802208352
367 , 0.0658160987752
368 , 0.0654535498678
369 , 0.0650925119162
370 , 0.0647329256466
371 , 0.0643747346533
372 , 0.0640178853509
373 , 0.0636623269348
374 , 0.063308011347
375 , 0.0629548932491
376 , 0.0626029300006
377 , 0.0622520816426
378 , 0.0619023108866
379 , 0.0615535831075
380 , 0.0612058663411
381 , 0.0608591312841
382 , 0.060513351298
383 , 0.0601685024149
384 , 0.0598245633457
385 , 0.0594815154886
386 , 0.05913934294
387 , 0.0587980325036
388 , 0.0584575737008
389 , 0.0581179587788
390 , 0.0577791827175
391 , 0.057441243234
392 , 0.0571041407838
393 , 0.0567678785587
394 , 0.05643246248
395 , 0.0560979011866
396 , 0.0557642060183
397 , 0.0554313909918
398 , 0.0550994727709
399 , 0.0547684706284
400 , 0.0544384064011
401 , 0.0541093044359
402 , 0.0537811915274
403 , 0.0534540968469
404 , 0.0531280518617
405 , 0.0528030902451
406 , 0.0524792477773
407 , 0.0521565622365
408 , 0.0518350732808
409 , 0.0515148223212
410 , 0.0511958523856
411 , 0.0508782079744
412 , 0.0505619349083
413 , 0.0502470801692
414 , 0.0499336917342
415 , 0.0496218184043
416 , 0.0493115096278
417 , 0.0490028153203
418 , 0.0486957856821
419 , 0.0483904710134
420 , 0.0480869215293
421 , 0.0477851871751
